fips,name,long,lat,tz,area,children
04005,"Coconino, AZ",-111.77071784166965,35.83883429193252,10,18618.688261082403,20193602
04007,"Gila, AZ",-110.81327791742545,33.80190084724312,10,4757.993424919622,2886571
04009,"Graham, AZ",-109.88821782621947,32.931668850712555,10,4622.715635941665,1935367
04011,"Greenlee, AZ",-109.24052794205743,33.21498826830268,10,1841.9779842155338,116772
04012,"La Paz, AZ",-113.98100292795229,33.72854224373939,10,4499.627049253133,367112
04013,"Maricopa, AZ",-112.49181542885444,33.3483586670636,10,9199.221874034009,21167635900
04015,"Mohave, AZ",-113.75779024697627,35.70471702767171,10,13311.066499065897,35435082
04017,"Navajo, AZ",-110.32189825680344,35.39977150258747,10,9949.889016671972,15826310
04019,"Pima, AZ",-111.78900330426347,32.09713340290425,10,9187.219344030116,1089188292
04021,"Pinal, AZ",-111.34494832223974,32.905256269825564,10,5365.843596092802,193645540
04023,"Santa Cruz, AZ",-110.84790882163863,31.525089978437027,10,1236.9219907345444,3003164
04025,"Yavapai, AZ",-112.55385880589829,34.59933925537203,10,8123.510795576587,40218451
04027,"Yuma, AZ",-113.90666743175336,32.76895712125582,10,5514.027495284525,54648436
05001,"Arkansas, AR",-91.37277296034699,34.29145151407987,4,988.8032408766541,395247
05003,"Ashley, AR",-91.76984709546569,33.191534609461385,4,925.3517959200207,525859
05005,"Baxter, AR",-92.33782872297134,36.28784385201982,4,554.2257226810203,1469732
05007,"Benton, AR",-94.25680816618184,36.33644655745493,4,847.5018898831934,83435507
05009,"Boone, AR",-93.09374925237604,36.30845039952888,4,589.993584565143,1532204
05011,"Bradley, AR",-92.15980837051279,33.467558078853415,4,649.2363638688673,159204
05013,"Calhoun, AR",-92.49974402891945,33.55598791744023,4,628.564829203019,29450
05015,"Carroll, AR",-93.54270260856066,36.34038559788863,4,629.9634336931376,811123
05017,"Chicot, AR",-91.29539209072188,33.264589730408666,4,644.3363143470184,148311
05019,"Clark, AR",-93.17484712964463,34.04613431715098,4,866.0775176299941,473340
05021,"Clay, AR",-90.41481720320334,36.368262120760896,4,639.4679804147827,233091
05023,"Cleburne, AR",-92.02640018886243,35.538649220479314,4,553.7354154108452,574046
05025,"Cleveland, AR",-92.18537044518807,33.897231874041,4,597.7836496708859,67714
05027,"Columbia, AR",-93.22642792549948,33.212307011730346,4,765.9840465445226,602655
05029,"Conway, AR",-92.70506565989122,35.26205536648355,4,552.2537680684565,504090
05031,"Craighead, AR",-90.6323572897208,35.830182832499226,4,707.2879369318804,13959686
05033,"Crawford, AR",-94.24468140192735,35.58928601249028,4,591.19507849787,4373612
05035,"Crittenden, AR",-90.30839405934907,35.212473183186866,4,610.3329559300564,3437584
05037,"Cross, AR",-90.77185817879226,35.29631396395397,4,616.3819076374061,335522
05039,"Dallas, AR",-92.65167436610261,33.97042762676748,4,667.3862749895018,53998
05041,"Desha, AR",-91.25500948031832,33.83011024586163,4,768.1354293939211,172739
05043,"Drew, AR",-91.71777921272916,33.590350009827674,4,828.3567548887319,394483
05045,"Faulkner, AR",-92.33717519056513,35.1471900738089,4,647.9475548634855,17530100
05047,"Franklin, AR",-93.89299568820928,35.512028212814585,4,608.8561885328501,326863
05049,"Fulton, AR",-91.81729126970232,36.38177105182425,4,618.1926638265533,136579
05051,"Garland, AR",-93.14921603628736,34.576920741412195,4,677.7216127837745,10013615
05053,"Grant, AR",-92.4232056227239,34.29017991152717,4,631.8115468105373,372546
05055,"Greene, AR",-90.55832667808893,36.11735459968796,4,577.6882948702031,2418460
05057,"Hempstead, AR",-93.66935132554003,33.73325583362584,4,727.5200240204964,623281
05059,"Hot Spring, AR",-92.95396324522328,34.317092590437845,4,615.2062184563465,1126937
05061,"Howard, AR",-93.99348710469644,34.090074271597565,4,588.5664934577634,211578
05063,"Independence, AR",-91.57001640893803,35.74242707038295,4,763.9539217807452,1668697
05065,"Izard, AR",-91.90847953484078,36.096040461140916,4,580.5754915222371,141159
05067,"Jackson, AR",-91.21494602287763,35.598029829449864,4,633.9230761951259,310271
05069,"Jefferson, AR",-91.92619839021654,34.267670814685296,4,869.9526226782563,5530051
05071,"Johnson, AR",-93.46036368231563,35.567591348701455,4,659.8884733876249,828355
05073,"Lafayette, AR",-93.6067707084809,33.241167134567725,4,528.2951580808608,51846
05075,"Lawrence, AR",-91.1086719807409,36.04188196397861,4,587.6014075601297,275713
05077,"Lee, AR",-90.78383865988069,34.78498903504387,4,602.6212023807321,77614
05079,"Lincoln, AR",-91.74002805599639,33.95317154927221,4,561.5617810693348,168078
05081,"Little River, AR",-94.2346859078052,33.7037566473392,4,532.2752489392702,149441
05083,"Logan, AR",-93.71951016377038,35.21413233982277,4,708.1214673993234,492900
05085,"Lonoke, AR",-91.88742357460849,34.7539219862214,4,770.90239035885,6499090
05087,"Madison, AR",-93.72524942820066,36.01038185338942,4,834.2529163193726,265997
05089,"Marion, AR",-92.68451898846457,36.268444845454475,4,596.9562180731401,244185
05091,"Miller, AR",-93.89285258354819,33.314034225086154,4,625.5752398029349,2280334
05093,"Mississippi, AR",-90.051943704773,35.762714852537,4,900.5755891288628,2492278
05095,"Monroe, AR",-91.20540287084921,34.681593495278044,4,607.1382980209897,60236
05097,"Montgomery, AR",-93.65824478485862,34.53704874097096,4,779.858458886902,75824
05099,"Nevada, AR",-93.30632432164913,33.66340118517895,4,617.837965673132,86730
05101,"Newton, AR",-93.21612968750703,35.91947490680171,4,820.9058399885859,56368
05103,"Ouachita, AR",-92.87795983956315,33.58839816428493,4,732.7827972152351,652721
05105,"Perry, AR",-92.94372563599102,34.94591530234977,4,551.5635556334659,121580
05107,"Phillips, AR",-90.84800153849277,34.432684551043074,4,695.5358096219214,461991
05109,"Pike, AR",-93.65789348949667,34.16250413694674,4,600.6204993736438,139311
05111,"Poinsett, AR",-90.66268713415893,35.57433533880552,4,758.3615995827872,663008
05113,"Polk, AR",-94.22728801756459,34.482548785595036,4,857.6806767657323,430758
05115,"Pope, AR",-93.03212219309327,35.448714738913935,4,812.5203663579753,4652899
05117,"Prairie, AR",-91.55162156772955,34.8362441870672,4,647.8869866317649,67452
05119,"Pulaski, AR",-92.3135510131249,34.77054087705376,4,758.9130333884042,192702551
05121,"Randolph, AR",-91.02455531434344,36.341571400642636,4,652.2380822821615,323133
05123,"St. Francis, AR",-90.74828138257338,35.02201975490772,4,634.8031323587813,762129
05125,"Saline, AR",-92.67583223934365,34.649161447041216,4,723.547134739549,15300623
05127,"Scott, AR",-94.06321760071022,34.85588887053887,4,892.306615646973,137073
05129,"Searcy, AR",-92.69936481637411,35.91093639706708,4,666.0945532294355,51996
05131,"Sebastian, AR",-94.2716271304905,35.19605503000639,4,531.8949757649659,19923110
05133,"Sevier, AR",-94.2424869018336,33.997804012799726,4,565.1303283396154,438392
05135,"Sharp, AR",-91.4781934171584,36.16258157729215,4,604.4277882804644,294315
05137,"Stone, AR",-92.15684084508432,35.86251945987019,4,606.4041058474203,134384
05139,"Union, AR",-92.5974695217401,33.1688709147906,4,1039.2155360126344,1971003
05141,"Van Buren, AR",-92.51295036099052,35.58095778507443,4,709.7331508599087,269708
05143,"Washington, AR",-94.21800745994962,35.97684399739506,4,941.9652389832786,64003983
05145,"White, AR",-91.74908295573955,35.256884930126866,4,1035.0827772719003,7366173
05147,"Woodruff, AR",-91.24394890081604,35.189025269018906,4,586.7684380991232,53502
05149,"Yell, AR",-93.41171338422103,35.002923711861214,4,930.1381410588792,534236
06001,"Alameda, CA",-121.89292707301074,37.64629436493408,1,737.3071029272022,2863039631
06003,"Alpine, CA",-119.82235935274618,38.59678594197745,1,738.3403126896981,888
06005,"Amador, CA",-120.65695998786963,38.44583081615055,1,594.5716777827215,964621
06007,"Butte, CA",-121.60052515834475,39.667277617025206,1,1636.47013653665,52830184
06009,"Calaveras, CA",-120.55291297189557,38.20537102875518,1,1020.0159563666878,1803722
06011,"Colusa, CA",-122.23317261527126,39.17881956601169,1,1150.7129505702635,648365
06013,"Contra Costa, CA",-121.9289526813347,37.91923497570828,1,717.1117488257504,1411971075
06015,"Del Norte, CA",-123.89740629583713,41.74228275481587,1,1006.2277822580429,794528
06017,"El Dorado, CA",-120.52331654999061,38.77965956045156,1,1707.842023645429,31687519
06019,"Fresno, CA",-119.64669533542737,36.757338990692766,1,5958.100795682803,1385266938
06021,"Glenn, CA",-122.39384519765619,39.598758967251484,1,1313.9633374610357,1000632
06023,"Humboldt, CA",-123.87604399347171,40.69923008507257,1,3568.06724491102,18432602
06025,"Imperial, CA",-115.36690421063308,33.03930819775462,1,4176.579648854064,47477335
06027,"Inyo, CA",-117.41119779029856,36.51112083835377,1,10180.938023688455,349944
06029,"Kern, CA",-118.72777962907368,35.3432942503485,1,8132.235708989413,1154764520
06031,"Kings, CA",-119.8159973014149,36.07409056414563,1,1389.4246665093763,31775869
06033,"Lake, CA",-122.7536244188011,39.10124297868137,1,1256.5110312417612,4192005
06035,"Lassen, CA",-120.59350989104074,40.67311305831085,1,4541.185175942757,749143
06037,"Los Angeles, CA",-118.22824112676096,34.308283792427254,1,4058.1608890088687,113862180346
06039,"Madera, CA",-119.76655893112309,37.21513970632607,1,2137.0177224481545,33388229
06041,"Marin, CA",-122.72106313879493,38.07122463314514,1,520.4567645679269,65619498
06043,"Mariposa, CA",-119.90733341489343,37.57978556245868,1,1448.8375994899839,228689
06045,"Mendocino, CA",-123.39113127814261,39.43811910048896,1,3506.3584415451237,8482659
06047,"Merced, CA",-120.72090348825827,37.189223686153106,1,1935.21171029623,105113950
06049,"Modoc, CA",-120.72448170143274,41.58965601985778,1,3915.446609521308,77095
06051,"Mono, CA",-118.88724087615795,37.93899289426951,1,3048.9863882039213,170425
06053,"Monterey, CA",-121.24133972125199,36.21862404766215,1,3280.5868050876884,252428652
06055,"Napa, CA",-122.33283898623452,38.50735750863873,1,748.3300600943685,19135930
06057,"Nevada, CA",-120.76272806630533,39.30394768203196,1,957.7601230763951,7939162
06059,"Orange, CA",-117.76459982097205,33.701475157059,1,790.8887770917219,10829416134
06061,"Placer, CA",-120.72405693560026,39.06167233934276,1,1407.050525417277,151177078
06063,"Plumas, CA",-120.83952357231075,40.00355988737323,1,2553.0622683051624,286983
06065,"Riverside, CA",-115.99335779978475,33.74314980928409,1,7206.420074260495,6956713588
06067,"Sacramento, CA",-121.34253744446212,38.4510682551788,1,964.884605203844,2703240562
06069,"San Benito, CA",-121.06997503624153,36.60308175899141,1,1388.650730910112,4264443
06071,"San Bernardino, CA",-116.17746850401268,34.840603062955545,1,20057.28273903157,5973834916
06073,"San Diego, CA",-116.73653263395082,33.03484597122223,1,4208.045391374403,12175416078
06075,"San Francisco, CA",-122.43856719488191,37.75215113637721,1,46.905662049545086,547542588
06077,"San Joaquin, CA",-121.27300605380493,37.93433732309998,1,1392.3580023693623,709703251
06079,"San Luis Obispo, CA",-120.40390284228627,35.388220293998565,1,3300.6145333230893,71434547
06081,"San Mateo, CA",-122.327554610811,37.42288080371323,1,448.55698005501654,632858060
06083,"Santa Barbara, CA",-120.01884918791197,34.653294875637556,1,2735.1479316250607,222855340
06085,"Santa Clara, CA",-121.69704620418207,37.2310490812038,1,1291.2066685124666,4164697151
06087,"Santa Cruz, CA",-122.00665243232702,37.05580290498131,1,445.16321196547887,72698889
06089,"Shasta, CA",-122.03968841294885,40.763914190911805,1,3775.3957465078865,34311654
06091,"Sierra, CA",-120.52007009577119,39.577134982586365,1,953.1683085603046,5582
06093,"Siskiyou, CA",-122.54074338432503,41.591988615034445,1,6278.767546929009,1960025
06095,"Solano, CA",-121.9357113057667,38.26827353379935,1,821.75944854048,213311203
06097,"Sonoma, CA",-122.88625059600523,38.52746428571053,1,1575.8568717908129,247813496
06099,"Stanislaus, CA",-120.9970721657267,37.55862499140515,1,1496.0048167943135,386791704
06101,"Sutter, CA",-121.6945898677772,39.03417539138322,1,602.4257902867361,12074427
06103,"Tehama, CA",-122.23701708993175,40.12570934729009,1,2949.136616692808,4616399
06105,"Trinity, CA",-123.11471299101581,40.649176704371705,1,3179.2675241277457,139274
06107,"Tulare, CA",-118.80202031475487,36.22026557901701,1,4824.284097968311,331527584
06109,"Tuolumne, CA",-119.95250926183746,38.02644017968155,1,2220.8902603803845,2511316
06111,"Ventura, CA",-119.0910613249229,34.44465745534789,1,1842.982491915764,818463335
06113,"Yolo, CA",-121.90182880567417,38.682789015577676,1,1014.7755689890021,48362322
06115,"Yuba, CA",-121.35356436493575,39.262559324907414,1,632.0159709150171,8050803
08001,"Adams, CO",-104.33625783516813,39.87432092420254,3,1167.2720814150764,327713725
08003,"Alamosa, CO",-105.78854511159052,37.57250606103589,3,722.577013297563,309656
08005,"Arapahoe, CO",-104.33536170946567,39.64977461237237,3,797.9320175334705,465140980
08007,"Archuleta, CO",-107.04768665537713,37.19474155570512,3,1350.0956222536481,137467
08009,"Baca, CO",-102.56032233190427,37.31940883114987,3,2554.992649753902,12602
08011,"Bent, CO",-103.07201950789884,37.9547429291592,3,1512.8654111852275,24821
08013,"Boulder, CO",-105.35467667581786,40.093136193230805,3,726.3668998078914,95803430
08014,"Broomfield, CO",-105.0566324482554,39.959987872389554,3,33.00360015938452,4722679
08015,"Chaffee, CO",-106.19265734590418,38.747457778862554,3,1013.4083939867971,223558
08017,"Cheyenne, CO",-102.60325579412101,38.827774311286596,3,1778.276129615128,7121
08019,"Clear Creek, CO",-105.64631184998373,39.688644628596776,3,395.19882699384283,62318
08021,"Conejos, CO",-106.1917488329476,37.201605995304185,3,1287.4281646798756,88134
08023,"Costilla, CO",-105.42765480974145,37.27732492789317,3,1227.5933977164088,11951
08025,"Crowley, CO",-103.78449653118629,38.32608609058998,3,787.4275048312867,19751
08027,"Custer, CO",-105.36834777974288,38.10883162293912,3,738.6257684403038,14637
08029,"Delta, CO",-107.86313417866855,38.862462425302255,3,1142.1287138650223,840335
08031,"Denver, CO",-104.8725695263935,39.76018276073039,3,153.30489104060018,516474862
08033,"Dolores, CO",-108.52115854974667,37.752086756322264,3,1067.1703508322285,3390
08035,"Douglas, CO",-104.93000098370808,39.331337963863355,3,840.185011119607,132253918
08037,"Eagle, CO",-106.6933637104185,39.62754308334977,3,1684.4881693298585,3369748
08039,"Elbert, CO",-104.1358721478426,39.286567727914964,3,1850.8420438269889,566585
08041,"El Paso, CO",-104.5251411190828,38.83240149129569,3,2126.844693893209,561136714
08043,"Fremont, CO",-105.43996670449616,38.473623257024876,3,1533.0821522574481,1596271
08045,"Garfield, CO",-107.90270797023744,39.59921776856905,3,2947.540843729974,4591330
08047,"Gilpin, CO",-105.52525971814077,39.85646522879569,3,149.89605338381264,30813
08049,"Grand, CO",-106.11780416848283,40.10603346581057,3,1846.4411085655524,173877
08051,"Gunnison, CO",-107.03207287012638,38.66611652284822,3,3239.141536059021,218611
08053,"Hinsdale, CO",-107.30043451304937,37.82247443554108,3,1117.230793001594,339
08055,"Huerfano, CO",-104.96125849336791,37.68473101463811,3,1591.0329167495677,25849
08057,"Jackson, CO",-106.34089046650003,40.6659387046239,3,1613.725659535943,2161
08059,"Jefferson, CO",-105.25176921313209,39.58635603609348,3,764.2430458879597,316844983
08061,"Kiowa, CO",-102.73921446748194,38.43260895535616,3,1767.8087352300624,2512
08063,"Kit Carson, CO",-102.60221991874758,39.30497777170987,3,2160.8214834623313,67789
08065,"Lake, CO",-106.3555696759915,39.20278823182712,3,376.91905465928954,49150
08067,"La Plata, CO",-107.84290143902135,37.28632032167877,3,1689.7845920999227,2909462
08069,"Larimer, CO",-105.46257841636509,40.666715968865404,3,2595.773667856722,107694957
08071,"Las Animas, CO",-104.03764584891209,37.315340600279804,3,4772.937961093574,172571
08073,"Lincoln, CO",-103.51366488770711,38.9874951932908,3,2577.6792809292087,31249
08075,"Logan, CO",-103.11081703428722,40.724963695548865,3,1838.598402677609,507382
08077,"Mesa, CO",-108.4697990281576,39.01787887617209,3,3328.9386100695265,23850831
08079,"Mineral, CO",-106.92816975975792,37.66954283288092,3,875.760421927188,360
08081,"Moffat, CO",-108.2070875774711,40.61810998619742,3,4743.243348711744,197289
08083,"Montezuma, CO",-108.59588568746364,37.33859579272661,3,2029.32866359761,731275
08085,"Montrose, CO",-108.263902230802,38.402141142908114,3,2240.9460566983066,1776430
08087,"Morgan, CO",-103.8093301792829,40.26279809866535,3,1280.4852246985797,1045585
08089,"Otero, CO",-103.71733847747065,37.90144850293411,3,1262.1260612659723,371741
08091,"Ouray, CO",-107.76751362475004,38.14717456638795,3,541.592969706722,11265
08093,"Park, CO",-105.71820646263245,39.12092600122769,3,2193.9025121624977,223587
08095,"Phillips, CO",-102.35777027849824,40.594142772796864,3,687.9278580935262,22509
08097,"Pitkin, CO",-106.93100272766326,39.217201117399156,3,970.7013415594406,230959
08099,"Prowers, CO",-102.39260519325298,37.955449852469314,3,1638.3969604401002,179556
08101,"Pueblo, CO",-104.5127436620285,38.17359143556823,3,2386.1458989477755,29509162
08103,"Rio Blanco, CO",-108.21790085908209,39.97913541383396,3,3220.9703958834,59957
08105,"Rio Grande, CO",-106.38478383780044,37.58368650222247,3,911.9563494830098,147310
08107,"Routt, CO",-106.99055482424768,40.485965054824334,3,2362.0196364530802,536897
08109,"Saguache, CO",-106.28246604173167,38.08054628587407,3,3168.5657842653186,42496
08111,"San Juan, CO",-107.67632885453904,37.76248980873296,3,387.515524540381,189
08113,"San Miguel, CO",-108.40207251377623,38.00450883082805,3,1286.7264186012035,51834
08115,"Sedgwick, CO",-102.35192267468592,40.87595412379418,3,548.0407892683337,6067
08117,"Summit, CO",-106.11507621423245,39.63803231763185,3,608.3389691700168,672222
08119,"Teller, CO",-105.16148927663708,38.88133511457016,3,557.0428016366453,430409
08121,"Washington, CO",-103.20258696413318,39.970155347561594,3,2518.083677998043,22117
08123,"Weld, CO",-104.3929621066396,40.554994045753936,3,3986.0051307339786,112870955
08125,"Yuma, CO",-102.42586727234206,40.003468389546974,3,2364.398295249317,150301
09001,"Fairfield, CT",-73.38811710052155,41.26809896249872,2,624.9698316182618,972009684
09003,"Hartford, CT",-72.7310389074323,41.80283010839076,2,735.1320045249165,802296183
09005,"Litchfield, CT",-73.24514750122275,41.79375340273545,2,920.4899882725716,28497036
09007,"Middlesex, CT",-72.53714864287568,41.45949667583559,2,369.3043085051074,21595071
09009,"New Haven, CT",-72.93620426202229,41.40803250409241,2,604.5022839892497,723446975
09011,"New London, CT",-72.10430975890588,41.48896435319258,2,665.141387463744,68807227
09013,"Tolland, CT",-72.33084810383863,41.85853802796937,2,410.3522602657817,18432558
09015,"Windham, CT",-71.98182315948264,41.8297270858667,2,512.8403226530643,13245533
10001,"Kent, DE",-75.56884913754573,39.08646627604786,2,586.3224457042005,34248427
10003,"New Castle, DE",-75.6405497362495,39.57992637517521,2,426.3148420399505,332034191
10005,"Sussex, DE",-75.3903134926896,38.66143781231184,2,936.1133877946644,44900351
11001,"District of Columbia, DC",-77.01655991998672,38.9041777332566,2,61.13990963456585,465803572
12001,"Alachua, FL",-82.35928158048466,29.678665251618273,2,875.0622774094511,64377396
12003,"Baker, FL",-82.28467475555365,30.330601214279262,2,585.2300862493149,776956
12005,"Bay, FL",-85.62122584496721,30.265487449097712,4,758.4608069880289,35980892
12007,"Bradford, FL",-82.16611613314085,29.950797407296896,2,293.96365684474125,778349
12009,"Brevard, FL",-80.73091022470956,28.294095037527352,2,1015.1914855701789,280570470
12011,"Broward, FL",-80.48725555905915,26.15184651348471,2,1204.6481182494695,3757961747
12013,"Calhoun, FL",-85.19394152522202,30.40666733667967,2,567.3343446352733,206113
12015,"Charlotte, FL",-81.92949120912611,26.90131001792784,2,681.1244604516737,17276653
12017,"Citrus, FL",-82.47614748279354,28.848043147249193,2,581.8991643942335,13352114
12019,"Clay, FL",-81.85609985732927,29.983191435670786,2,604.8056656908745,46439389
12021,"Collier, FL",-81.34687064776715,26.110919862084778,2,1998.844341412826,108476064
12023,"Columbia, FL",-82.62160163774094,30.22509788383456,2,797.5434323518961,5263064
12027,"DeSoto, FL",-81.80941373383818,27.18677893028605,2,637.0600840325866,1256366
12029,"Dixie, FL",-83.15724673174863,29.606310856775416,2,705.1047682222758,231672
12031,"Duval, FL",-81.66976467837965,30.332258745387257,2,762.847104730531,981796961
12033,"Escambia, FL",-87.37284571154265,30.676527642485716,4,656.9328517110451,101606414
12035,"Flagler, FL",-81.31508594844783,29.459335758116882,2,485.4723232686964,8906952
12037,"Franklin, FL",-84.82731662169628,29.837912376664878,2,545.144899526199,118630
12039,"Gadsden, FL",-84.61915825380746,30.57796288810671,2,516.2931925583241,2405439
12041,"Gilchrist, FL",-82.7988065680168,29.728569777358516,2,349.69485632117437,255286
12043,"Glades, FL",-81.18996210776181,26.95635848913323,2,806.672020590859,131719
12045,"Gulf, FL",-85.24270990004686,29.935430040922675,4,553.5875166623835,209612
12047,"Hamilton, FL",-82.94998918033545,30.49673973432204,2,513.7821188684917,186959
12049,"Hardee, FL",-81.8095657441738,27.492939385443826,2,637.78976228582,978571
12051,"Hendry, FL",-81.1646900637468,26.55386944878143,2,1156.2295202969099,1939996
12053,"Hernando, FL",-82.42700203650185,28.55364461177538,2,472.8565035767674,27473524
12055,"Highlands, FL",-81.34071956650837,27.342546176912826,2,1016.5884846475221,8571445
12057,"Hillsborough, FL",-82.32013172267375,27.927655897784767,2,1020.3146843789951,2101295621
12059,"Holmes, FL",-85.81319221559691,30.867474785425948,4,478.7623750905945,383133
12061,"Indian River, FL",-80.60556721158184,27.69308960768332,2,502.7813424981322,18459150
12063,"Jackson, FL",-85.21500422572593,30.79545970203906,4,918.1767467650652,2073350
12065,"Jefferson, FL",-83.89442307698708,30.43669111758734,2,598.0940422155065,162006
12067,"Lafayette, FL",-83.18166635763095,29.984841371146388,2,543.3728276845255,72138
12069,"Lake, FL",-81.71251229665938,28.762020694280615,2,940.8819150911082,97258719
12071,"Lee, FL",-81.88399312749482,26.584103483782965,2,784.0591689048333,433491756
